no,category_kdc,category_yes24,keywords_yes24
5598244,디자인,null,null
5598246,국방 군사학,null,null
5598248,국방 군사학,null,null
5598249,대수학,null,null
5598251,디자인,null,null
5598252,경영,null,null
5598253,콜롬비아,null,null
5598254,학회 단체 협회 기관 회의,null,null
5598255,학교 행정 및 경영 보건 및 교육 지도,null,null
5598256,학회 단체 협회 기관 회의,null,null
5598259,nan,null,null
5598262,오스트로네시아어족,null,null
5598263,학회 단체 협회 기관 회의,null,null
5598264,유럽,null,null
5598266,국방 군사학,null,null
5598267,남아메리카,null,null
5598268,베네수엘라와 기아나 지역,null,null
5598269,유럽,null,null
5598270,사진예술,null,null
5598272,교파,null,null
5598273,문방구,null,null
5598274,소설,null,null
5598276,경제학,null,null
5598277,회화 도화 디자인,null,null
5598278,교육과정,null,null
5598279,사회 조직 및 제도,null,null
5598280,통계학,null,null
5598281,시,null,null
5598282,nan,null,null
5598283,금융,null,null
5598284,회화 도화 디자인,null,null
5598285,nan,null,null
5598287,시,null,null
5598288,시,null,null
5598289,시,null,null
5598290,음운 음성 문자,null,null
5598291,음운 음성 문자,null,null
5598292,시,null,null
5598293,사회윤리,null,null
5598294,회화 도화 디자인,null,null
5598295,잡저,null,null
5598296,시,null,null
5598297,소설,null,null
5598299,종교신앙 신앙록 신앙생활,null,null
5598300,희곡,null,null
5598302,프로그래밍 프로그램 데이터,null,null
5598303,과테말라 벨리즈 엘살바도르,null,null
5598304,디자인,null,null
5598305,유대교(유태교),null,null
5598307,디자인,null,null
5598308,디자인,null,null
5598309,디자인,null,null
5598310,디자인,null,null
5598311,디자인,null,null
5598312,nan,null,null
5598313,컴퓨터과학,null,null
5598314,디자인,null,null
5598315,자기,null,null
5598316,nan,null,null
5598317,nan,null,null
5598318,nan,null,null
5598319,nan,null,null
5598320,제상,null,null
5598321,nan,null,null
5598322,문방구,null,null
5598323,중앙아시아,null,null
5598324,교의 신선사상,null,null
5598325,교회론,null,null
5598326,교파,null,null
5598327,공학 공업일반 토목공학 환경공학,null,null
5598328,중국 철학 사상,null,null
5598329,전집 총서,null,null
5598330,콜롬비아,null,null
5598331,시베리아,null,null
5598332,낙관 수결(서명),null,null
5598333,시베리아,null,null
5598334,시베리아,null,null
5598335,언어,null,null
5598336,아시아,null,null
5598337,아시아,null,null
5598339,아시아,null,null
5598340,인디아와 남부아시아,null,null
5598341,인디아와 남부아시아,null,null
5598342,인디아와 남부아시아,null,null
5598343,낙관 수결(서명),null,null
5598344,인디아와 남부아시아,null,null
5598346,잡저,null,null
5598347,인디아와 남부아시아,null,null
5598348,사회복지,null,null
5598350,경제학,null,null
5598351,null,null,null
5598352,방법론,null,null
5598353,콜롬비아,null,null
5598354,아시아,null,null
5598355,시,null,null
5598356,시,null,null
5598357,심리학각론,null,null
5598358,교파,null,null
5598359,유럽,null,null
5598360,오스트로네시아어족,null,null
5598361,오스트로네시아어족,null,null
5598362,사회 조직 및 제도,null,null
5598363,디자인,null,null
5598364,세계사 세계문화사,null,null
5598365,희곡,null,null
5598366,기록관리학[1],null,null
5598367,베네수엘라와 기아나 지역,null,null
5598368,심리학각론,null,null
5598370,경제학,null,null
5598371,심리학각론,null,null
5598372,금융,null,null
5598373,학회 단체 협회 기관 회의,null,null
5598374,금융,null,null
5598375,기업경제,null,null
5598376,산업경제 일반,null,null
5598377,시,null,null
5598378,시,null,null
5598379,생활문제,null,null
5598380,nan,null,null
5598381,헌법,null,null
5598382,null,null,null
5598383,nan,null,null
5598384,null,null,null
5598385,남아메리카 ,null,null
5598387,유럽,null,null
5598388,지역구분 일반지리,null,null
5598389,잡저,null,null
5598392,연속간행물,null,null
5598393,경제학,null,null
5598394,경제학,null,null
5598395,null,null,null
5598397,경제학,null,null
5598399,경제학,null,null
5598400,경제학,null,null
5598401,콜롬비아,null,null
5598402,경제학,null,null
5598403,null,null,null
5598404,경제학,null,null
5598405,아시아지리,null,null
5598406,행정법,null,null
5598407,유럽,null,null
5598408,경제학,null,null
5598409,nan,null,null
5598410,콜롬비아,null,null
5598411,경제학,null,null
5598412,null,null,null
5598413,사회사상,null,null
5598414,사회복지,null,null
5598415,사전 사전[2],null,null
5598417,북아메리카,null,null
5598421,헌법,null,null
5598422,만화 삽화,null,null
5598423,평생교육,null,null
5598424,생활문제,null,null
5598426,논증 설득,null,null
5598427,nan,null,null
5598428,시,null,null
5598429,인도-유럽어족,null,null
5598430,전집 총서,null,null
5598431,서남아시아 중동,null,null
5598432,콜롬비아,null,null
5598433,수필,null,null
5598435,국제법,null,null
5598436,사회학,null,null
5598437,프로그래밍 프로그램 데이터,null,null
5598438,한자서체,null,null
5598439,금융,null,null
5598440,경제학,null,null
5598441,잡저,null,null
5598442,잡저,null,null
5598443,잡저,null,null
5598444,관혼상제,null,null
5598445,관혼상제,null,null
5598447,사회 조직 및 제도,null,null
5598448,nan,null,null
5598450,교육학,null,null
5598451,한자서체,null,null
5598452,한자서체,null,null
5598453,사회복지,null,null
5598454,사회복지,null,null
5598455,사회단체,null,null
5598456,강연집 수필집 연설문집,null,null
5598459,nan,null,null
5598460,사회 조직 및 제도,null,null
5598461,프로그래밍 프로그램 데이터,null,null
5598462,프로그래밍 프로그램 데이터,null,null
5598463,총서 전집 선집,null,null
5598464,인도-유럽어족,null,null
5598465,펜습자,null,null
5598467,아시아,null,null
5598468,nan,null,null
5598469,시,null,null
5598471,음운 음성 문자,null,null
5598472,산부인과 소아과학,null,null
5598473,시,null,null
5598474,동양철학 동양사상,null,null
5598475,nan,null,null
5598476,nan,null,null
5598477,nan,null,null
5598478,북아메리카 인디언어,null,null
5598479,디자인,null,null
5598480,null,null,null
5598481,null,null,null
5598482,시,null,null
5598483,시,null,null
5598484,nan,null,null
5598485,교육 정책 및 행정,null,null
5598486,교육학,null,null
5598487,소설,null,null
5598488,전집 총서,null,null
5598489,베네수엘라와 기아나 지역,null,null
5598491,회화 도화 디자인,null,null
5598492,북아메리카,null,null
5598493,북아메리카,null,null
5598494,잡저,null,null
5598495,법률 법학,null,null
5598496,도서관 봉사 및 활동,null,null
5598497,도서관 봉사 및 활동,null,null
5598498,프로그래밍 프로그램 데이터,null,null
5598499,금융,null,null
5598500,남아메리카 ,null,null
5598504,null,null,null
5598505,북아메리카 인디언어,null,null
5598506,프로그래밍 프로그램 데이터,null,null
5598507,사회 조직 및 제도,null,null
5598508,교육 정책 및 행정,null,null
5598509,nan,null,null
5598510,nan,null,null
5598511,교육 정책 및 행정,null,null
5598512,공학 공업일반 토목공학 환경공학,null,null
5598514,철학 및 이론,null,null
5598515,소설,null,null
5598516,소설,null,null
5598518,자기,null,null
5598519,사회학 사회문제,null,null
5598520,사회학 사회문제,null,null
5598521,사회학 사회문제,null,null
5598522,디자인,null,null
5598523,전집 총서,null,null
5598524,소설,null,null
5598525,소설,null,null
5598526,자기,null,null
5598533,시,null,null
5598534,교파,null,null
5598535,nan,null,null
5598536,시,null,null
5598537,서남아시아 제국 철학 사상,null,null
5598538,서남아시아 제국 철학 사상,null,null
5598539,합리론,null,null
5598540,서남아시아 제국 철학 사상,null,null
5598541,시,null,null
5598542,사전 사전[2],null,null
5598543,nan,null,null
5598545,경제학,null,null
5598546,경영,null,null
5598547,희곡,null,null
5598548,사회학,null,null
5598550,nan,null,null
5598551,서남아시아 제국 철학 사상,null,null
5598552,사전 사전[2],null,null
5598553,관혼상제,null,null
5598555,프로그래밍 프로그램 데이터,null,null
5598556,시,null,null
5598558,시,null,null
5598559,주택관리 및 가정설비,null,null
5598560,콜롬비아,null,null
5598561,대수학,null,null
5598563,학교 행정 및 경영 보건 및 교육 지도,null,null
5598564,시,null,null
5598565,심리학각론,null,null
5598566,심리학각론,null,null
5598567,산수,null,null
5598568,산수,null,null
5598569,산수,null,null
5598570,산수,null,null
5598571,산수,null,null
5598572,산수,null,null
5598573,산수,null,null
5598574,산수,null,null
5598575,산수,null,null
5598576,전집 총서,null,null
5598577,소설,null,null
5598578,동남아시아,null,null
5598579,이탈리아어,null,null
5598580,시,null,null
5598581,시,null,null
5598582,도서관 봉사 및 활동,null,null
5598583,시,null,null
5598584,지구,null,null
5598585,역법 측시법,null,null
5598586,역법 측시법,null,null
5598588,시,null,null
5598589,사회학 사회문제,null,null
5598590,시,null,null
5598592,역사,null,null
5598593,브라질,null,null
5598594,시,null,null
5598595,null,null,null
5598596,소설,null,null
5598597,nan,null,null
5598598,오스트로네시아어족,null,null
5598599,사회복지,null,null
5598600,사회단체,null,null
5598601,이탈리아어,null,null
5598602,회화 도화 디자인,null,null
5598603,사회단체,null,null
5598604,철학,null,null
5598605,채색 이론 및 실제,null,null
5598606,스페인어 및 포르투갈어,null,null
5598607,아시아,null,null
5598608,디자인,null,null
5598609,사전 사전[2],null,null
5598610,경제학,null,null
5598611,시,null,null
5598612,경제학,null,null
5598613,시,null,null
5598614,자기,null,null
5598615,자기,null,null
5598616,시,null,null
5598617,경제학,null,null
5598618,시,null,null
5598619,시,null,null
5598620,이탈리아어,null,null
5598621,잡저,null,null
5598622,nan,null,null
5598623,nan,null,null
5598624,디자인,null,null
5598625,소설,null,null
5598626,사전 사전[2],null,null
5598627,디자인,null,null
5598629,연구법 연구방법 및 교육 교육자료,null,null
5598630,사회학 사회문제,null,null
5598631,콜롬비아,null,null
5598633,nan,null,null
5598634,이탈리아어,null,null
5598635,인도-유럽어족,null,null
5598636,작문,null,null
5598637,학회 단체 협회 기관 회의,null,null
5598638,사전,null,null
5598640,nan,null,null
5598641,nan,null,null
5598642,음운 음성 문자,null,null
5598643,음운 음성 문자,null,null
5598644,소설,null,null
5598645,이탈리아어,null,null
5598646,인도-유럽어족,null,null
5598647,전집 총서,null,null
5598648,조각 조형미술,null,null
5598649,경제학,null,null
5598650,소설,null,null
5598651,논리학,null,null
5598652,시,null,null
5598653,서양철학,null,null
5598654,서양철학,null,null
5598655,소설,null,null
5598656,소설,null,null
5598657,디자인,null,null
5598658,프로그래밍 프로그램 데이터,null,null
5598659,소설,null,null
5598661,일본 철학 사상,null,null
5598662,nan,null,null
5598663,회화 도화 디자인,null,null
5598665,콜롬비아,null,null
5598666,인식론,null,null
5598667,회화 도화 디자인,null,null
5598668,프로그래밍 프로그램 데이터,null,null
5598669,프로그래밍 프로그램 데이터,null,null
5598670,경영,null,null
5598671,북아메리카 인디언어,null,null
5598672,철학사,null,null
5598673,이탈리아어,null,null
5598674,소설,null,null
5598675,사진집,null,null
5598676,디자인,null,null
5598677,교파,null,null
5598678,전집 총서,null,null
5598679,소설,null,null
5598680,시,null,null
5598681,콜롬비아,null,null
5598682,교육학,null,null
5598683,오스트로네시아어족,null,null
5598684,시,null,null
5598685,미사용 [6],null,null
5598686,nan,null,null
5598687,미사용 [6],null,null
5598689,시,null,null
5598690,미국(미합중국),null,null
5598692,국제법,null,null
5598693,국제법,null,null
5598695,사회복지,null,null
5598696,사회 조직 및 제도,null,null
5598697,사회학 사회문제,null,null
5598699,경제학,null,null
5598700,시,null,null
5598701,만화 삽화,null,null
5598702,지식 및 학문 일반,null,null
5598703,가설 가정,null,null
5598704,콜롬비아,null,null
5598705,nan,null,null
5598706,회화 도화 디자인,null,null
5598707,위생 도시 환경 공학,null,null
5598708,임상의학 일반,null,null
5598709,독본 해석 회화,null,null
5598710,디자인,null,null
5598712,교육학,null,null
5598713,사회사상,null,null
5598714,디자인,null,null
5598715,사전 사전[2],null,null
5598718,디자인,null,null
5598720,시,null,null
5598722,사회복지,null,null
5598723,박물관학,null,null
5598724,nan,null,null
5598726,문법,null,null
5598727,연령별 성별 신분별 사회계층의 풍습,null,null
5598728,연령별 성별 신분별 사회계층의 풍습,null,null
5598729,nan,null,null
5598730,사회학 사회문제,null,null
5598731,소설,null,null
5598732,일본 철학 사상,null,null
5598733,음운 음성 문자,null,null
5598734,연속간행물,null,null
5598735,신문 저널리즘,null,null
5598736,시,null,null
5598737,시,null,null
5598738,시,null,null
5598739,시,null,null
5598743,사전 사전[2],null,null
5598744,디자인,null,null
5598745,한의학,null,null
5598746,디자인,null,null
5598747,디자인,null,null
5598748,디자인,null,null
5598749,디자인,null,null
5598750,nan,null,null
5598751,사회학,null,null
5598756,nan,null,null
5598757,평생교육,null,null
5598758,평생교육,null,null
5598759,평생교육,null,null
5598760,평생교육,null,null
5598761,평생교육,null,null
5598762,평생교육,null,null
5598777,동남아시아,null,null
5598778,기타 아시아 제문학,null,null
5598795,화학공학,null,null
5598798,nan,null,null
5598799,서남아시아 제국 철학 사상,null,null
5598801,nan,null,null
5598804,지식 및 학문 일반,null,null
5598847,통계학,null,null
5598848,한자서체,null,null
5598854,프로그래밍 프로그램 데이터,null,null
5598859,전집 총서,null,null
5598860,북아메리카 인디언문학,null,null
5598861,학교 행정 및 경영 보건 및 교육 지도,null,null
5598896,콜롬비아,null,null
5598897,전집 총서,null,null
5598898,전집 총서,null,null
5598899,전집 총서,null,null
5598900,사회사상,null,null
5598905,null,null,null
5598906,null,null,null
5598907,시,null,null
5598908,소설,null,null
5598909,시,null,null
5598910,null,null,null
5598911,null,null,null
5598913,null,null,null
5598914,디자인,null,null
5598915,신문 저널리즘,null,null
5598916,신문 저널리즘,null,null
5598917,신문 저널리즘,null,null
5598918,신문 저널리즘,null,null
5598919,문헌정보학,null,null
5598921,국방 군사학,null,null
5598922,기업경제,null,null
5598923,전집 총서,null,null
5598924,희곡,null,null
5598925,철학 및 이론,null,null
5598926,시,null,null
5598928,사회복지,null,null
5598929,null,null,null
5598930,nan,null,null
5598931,사회학,null,null
5598932,창시자(교주) 및 제자,null,null
5598934,교회론,null,null
5598936,교회론,null,null
5598937,사회복지,null,null
5598938,관혼상제,null,null
5598939,관혼상제,null,null
5598940,독본 해석 회화,null,null
5598941,논증 설득,null,null
5598942,교파,null,null
5598943,nan,null,null
5598944,인디아와 남부아시아,null,null
5598945,한자서체,null,null
5598946,독본 해석 회화,null,null
5598947,null,null,null
5598948,동남아시아,null,null
5598949,동남아시아,null,null
5598950,지식 및 학문 일반,null,null
5598951,학회 단체 협회 기관 회의,null,null
5598952,사회사상,null,null
5598953,생활문제,null,null
5598954,콜롬비아,null,null
5598955,사회학 사회문제,null,null
5598956,제상,null,null
5598958,제상,null,null
5598959,기독교,null,null
5598960,시,null,null
5598961,시,null,null
5598962,시,null,null
5598963,null,null,null
5598964,소설,null,null
5598965,기타 유기화학공업,null,null
5598966,기타 유기화학공업,null,null
5598967,기타 유기화학공업,null,null
5598968,시,null,null
5598969,시,null,null
5598974,학교 및 대학 도서관,null,null
5598976,사전 사전[2],null,null
5598977,서남아시아 제국 철학 사상,null,null
5598978,경제학,null,null
5598979,독본 해석 회화,null,null
5598980,기록관리학[1],null,null
5598982,합리론,null,null
5598983,경제학,null,null
5598984,칠레,null,null
5598985,금융,null,null
5598986,금융,null,null
5598987,문방구,null,null
5598988,인도 철학 사상,null,null
5598989,인도 철학 사상,null,null
5598990,인도 철학 사상,null,null
5598991,인도 철학 사상,null,null
5598992,인도 철학 사상,null,null
5598993,중국문학,null,null
5598994,사회 조직 및 제도,null,null
5598995,학회 단체 협회 기관 회의,null,null
5598996,한자서법,null,null
5598997,펜습자,null,null
5598998,서남아시아 제국 철학 사상,null,null
5598999,일본 철학 사상,null,null
5599000,시,null,null
5599002,디자인,null,null
5599003,심리학각론,null,null
5599004,북아메리카 인디언어,null,null
5599006,경제학,null,null
5599007,법률 법학,null,null
5599008,시,null,null
5599009,중앙아메리카(중미제국),null,null
5599012,전집 총서,null,null
5599013,학교 행정 및 경영 보건 및 교육 지도,null,null
5599014,금융,null,null
5599016,심리학각론,null,null
5599024,유럽,null,null
5599025,사회학 사회문제,null,null
5599026,사회복지,null,null
5599027,유럽,null,null
5599028,유럽,null,null
5599029,null,null,null
5599030,남아메리카 ,null,null
5599031,시,null,null
5599032,null,null,null
5599033,사회 조직 및 제도,null,null
5599034,전각 인장,null,null
5599035,여성문제,null,null
5599036,금융,null,null
5599037,사회복지,null,null
5599038,전집 총서,null,null
5599039,null,null,null
5599040,헌법,null,null
5599041,콜롬비아,null,null
5599042,세탁 염색 및 관련공업,null,null
5599046,건축 건축학,null,null
5599047,화학공학,null,null
5599049,만화 삽화,null,null
5599071,시,null,null
5599072,null,null,null
5599073,영미문학,null,null
5599074,금융,null,null
5599075,nan,null,null
5599076,사회학 사회문제,null,null
5599077,신문 저널리즘,null,null
5599082,금속 제조 및 가공업,null,null
5599083,콜롬비아,null,null
5599084,사회복지,null,null
5599085,시,null,null
5599202,null,null,null
5599203,디자인,null,null
5599205,null,null,null
5599206,전집 총서,null,null
5599209,null,null,null
5599210,null,null,null
5599283,사전 사전[2],null,null
5599284,한자서체,null,null
5599285,음운 음성 문자,null,null
5599286,중국어,null,null
5599287,음운 음성 문자,null,null
5599288,음운 음성 문자,null,null
5599289,문법,null,null
5599290,미사용 [6],null,null
5599291,nan,null,null
5599292,미사용 [6],null,null
5599293,학회 단체 협회 기관 회의,null,null
5599294,nan,null,null
5599295,nan,null,null
5599296,잡저,null,null
5599297,도서관 봉사 및 활동,null,null
5599298,도서관 봉사 및 활동,null,null
5599299,회화 도화 디자인,null,null
5599300,디자인,null,null
5599301,잡저,null,null
5599302,평생교육,null,null
5599303,서남아시아 제국 철학 사상,null,null
5599304,소설,null,null
5599305,시,null,null
5599307,칠공예,null,null
5599308,교의 신선사상,null,null
5599310,nan,null,null
5599311,한의학,null,null
5599312,nan,null,null
5599313,nan,null,null
5599314,nan,null,null
5599315,nan,null,null
5599316,nan,null,null
5599317,프로그래밍 프로그램 데이터,null,null
5599318,프로그래밍 프로그램 데이터,null,null
5599319,프로그래밍 프로그램 데이터,null,null
5599320,null,null,null
5599321,헌법,null,null
5599322,교육 정책 및 행정,null,null
5599323,서남아시아 제국 철학 사상,null,null
5599324,시,null,null
5599325,회화 도화 디자인,null,null
5599326,전집 총서,null,null
5599327,북아메리카 인디언어,null,null
5599328,교육학,null,null
5599330,사전 사전[2],null,null
5599331,자기,null,null
5599332,서남아시아 제국 철학 사상,null,null
5599333,nan,null,null
5599334,nan,null,null
5599335,희곡,null,null
5599336,사회 조직 및 제도,null,null
5599337,시,null,null
5599338,산수,null,null
5599339,nan,null,null
5599340,미사용 [6],null,null
5599341,nan,null,null
5599342,자기,null,null
5599343,nan,null,null
5599344,학회 단체 협회 기관 회의,null,null
5599346,자기,null,null
5599347,미사용 [6],null,null
5599348,nan,null,null
5599349,nan,null,null
5599350,nan,null,null
5599351,디자인,null,null
5599352,디자인,null,null
5599353,디자인,null,null
5599354,디자인,null,null
5599355,사회 조직 및 제도,null,null
5599357,아시아,null,null
5599358,아시아,null,null
5599359,아시아,null,null
5599360,아시아,null,null
5599361,대수학,null,null
5599362,음운 음성 문자,null,null
5599363,귀납법,null,null
5599364,소설,null,null
5599365,종교신앙 신앙록 신앙생활,null,null
5599366,nan,null,null
5599367,교조 개조(장도릉),null,null
5599368,기독교,null,null
5599369,기독교,null,null
5599370,교육 정책 및 행정,null,null
5599371,석조,null,null
5599372,자기,null,null
5599373,소설,null,null
5599374,동남아시아 제국 철학 사상,null,null
5599375,연구법 연구방법 및 교육 교육자료,null,null
5599376,nan,null,null
5599377,null,null,null
5599378,null,null,null
5599386,음운 음성 문자,null,null
5599391,전집 총서,null,null
5599531,포르투갈어,null,null
5599532,소설,null,null
5599534,기록관리학[1],null,null
5599535,문법 어법,null,null
5599537,사회 조직 및 제도,null,null
5599540,사회과학,null,null
5599544,합리론,null,null
5599546,시,null,null
5599547,의학,null,null
5599549,사회학 사회문제,null,null
5599550,사회학 사회문제,null,null
5599555,아시아,null,null
5599556,연령별 성별 신분별 사회계층의 풍습,null,null
5599557,연령별 성별 신분별 사회계층의 풍습,null,null
5599558,연령별 성별 신분별 사회계층의 풍습,null,null
5599559,전집 총서,null,null
5599561,기독교,null,null
5599563,nan,null,null
5599567,인식론,null,null
5599568,콜롬비아,null,null
5599569,nan,null,null
5599570,한의학,null,null
5599571,아시아,null,null
5599572,독본 해석 회화,null,null
5599573,시,null,null
5599576,nan,null,null
5599577,음운 음성 문자,null,null
5599578,음운 음성 문자,null,null
5599579,자기,null,null
5599580,펜습자,null,null
5599581,디자인,null,null
5599583,연속간행물,null,null
5599584,디자인,null,null
5599585,디자인,null,null
5599586,시,null,null
5599587,시,null,null
5599588,회화 도화 디자인,null,null
5599589,디자인,null,null
5599590,시,null,null
5599591,헌법,null,null
5599592,시,null,null
5599593,교파,null,null
5599594,창시자(교주) 및 제자,null,null
5599595,교파,null,null
5599596,교파,null,null
5599597,기독교신학 교의학(조직신학),null,null
5599598,사전 사전[2],null,null
5599599,동남아시아,null,null
5599601,문방구,null,null
5599602,null,null,null
5599603,교육 정책 및 행정,null,null
5599604,null,null,null
5599605,시,null,null
5599606,null,null,null
5599607,시,null,null
5599608,시,null,null
5599609,시,null,null
5599610,시,null,null
5599611,소설,null,null
5599612,시,null,null
5599615,시,null,null
5599616,소설,null,null
5599617,소설,null,null
5599619,인디아와 남부아시아,null,null
5599620,디자인,null,null
5599621,신문 저널리즘,null,null
5599622,잡저,null,null
5599623,잡저,null,null
5599624,학회 단체 협회 기관 회의,null,null
5599625,잡저,null,null
5599626,산수,null,null
5599627,기독교신학 교의학(조직신학),null,null
5599628,아시아,null,null
5599629,교파,null,null
5599630,교파,null,null
5599631,종교신앙 신앙록 신앙생활,null,null
5599632,nan,null,null
5599633,기독교신학 교의학(조직신학),null,null
5599634,부처 보살 불제자,null,null
5599635,사회학,null,null
5599636,시,null,null
5599637,베네수엘라와 기아나 지역,null,null
5599638,디자인,null,null
5599639,시,null,null
5599640,음운 음성 문자,null,null
5599641,시,null,null
5599642,자기,null,null
5599643,경제학,null,null
5599644,기업경제,null,null
5599645,오락 스포츠,null,null
5599646,서남아시아 제국 철학 사상,null,null
5599647,지식 및 학문 일반,null,null
5599648,디자인,null,null
5599649,지식 및 학문 일반,null,null
5599650,디자인,null,null
5599651,콜롬비아,null,null
5599652,연구법 연구방법 및 교육 교육자료,null,null
5599653,사회복지,null,null
5599654,전집 총서,null,null
5599655,회화 도화 디자인,null,null
5599656,유체역학,null,null
5599657,nan,null,null
5599658,한자서체,null,null
5599659,경제학,null,null
5599673,null,null,null
5599674,시,null,null
5599675,null,null,null
5599676,null,null,null
5599819,nan,null,null
5599820,nan,null,null
5599821,nan,null,null
5599825,시,null,null
5599832,소설,null,null
5599839,행정법,null,null
5599841,서남아시아 제국 철학 사상,null,null
5599842,헌법,null,null
5599844,시,null,null
5599846,학회 단체 협회 기관 회의,null,null
5599847,전집 총서,null,null
5599848,사회학 사회문제,null,null
5599850,프로그래밍 프로그램 데이터,null,null
5599851,시,null,null
5599852,nan,null,null
5599853,대수학,null,null
5599854,대수학,null,null
5599855,산수,null,null
5599856,북아메리카 인디언어,null,null
5599857,북아메리카 인디언어,null,null
5599858,nan,null,null
5599859,베네수엘라와 기아나 지역,null,null
5599860,베네수엘라와 기아나 지역,null,null
5599861,베네수엘라와 기아나 지역,null,null
5599862,철도공학,null,null
5599863,철도공학,null,null
5599864,nan,null,null
5599865,nan,null,null
5599866,베네수엘라와 기아나 지역,null,null
5599867,베네수엘라와 기아나 지역,null,null
5599868,베네수엘라와 기아나 지역,null,null
5599869,베네수엘라와 기아나 지역,null,null
5599870,베네수엘라와 기아나 지역,null,null
5599871,베네수엘라와 기아나 지역,null,null
5599872,베네수엘라와 기아나 지역,null,null
5599873,베네수엘라와 기아나 지역,null,null
5599874,베네수엘라와 기아나 지역,null,null
5599875,베네수엘라와 기아나 지역,null,null
5599876,시,null,null
5599877,교육 정책 및 행정,null,null
5599878,디자인,null,null
5599879,제상,null,null
5599880,nan,null,null
5599881,소설,null,null
5599882,시,null,null
5599883,아시아,null,null
5599884,문방구,null,null
5599885,소설,null,null
5599886,교파,null,null
5599887,문법,null,null
5599888,문법,null,null
5599889,문법,null,null
5599890,잡저,null,null
5599891,음운 음성 문자,null,null
5599892,음운 음성 문자,null,null
5599893,음운 음성 문자,null,null
5599894,음운 음성 문자,null,null
5599895,음운 음성 문자,null,null
5599896,음운 음성 문자,null,null
5599897,음운 음성 문자,null,null
5599898,음운 음성 문자,null,null
5599899,음운 음성 문자,null,null
5599900,르포르타주 및 기타,null,null
5599901,르포르타주 및 기타,null,null
5599902,르포르타주 및 기타,null,null
5599903,소설,null,null
5599904,르포르타주 및 기타,null,null
5599905,르포르타주 및 기타,null,null
5599906,음운 음성 문자,null,null
5599907,음운 음성 문자,null,null
5599908,르포르타주 및 기타,null,null
5599909,음운 음성 문자,null,null
5599910,음운 음성 문자,null,null
5599911,음운 음성 문자,null,null
5599913,사회윤리,null,null
5599914,사전 사전[2],null,null
5599915,중국어,null,null
5599916,사회사상,null,null
5599917,북아메리카 인디언어,null,null
5599918,북아메리카 인디언어,null,null
5599921,동양철학 동양사상,null,null
5599922,서류,null,null
5599923,공예,null,null
5599924,관혼상제,null,null
5599925,nan,null,null
5599926,시,null,null
5599927,시,null,null
5599928,시,null,null
5599929,희곡,null,null
5599930,중국 철학 사상,null,null
5599931,콜롬비아,null,null
5599932,전략 전술,null,null
5599933,인디아와 남부아시아,null,null
5599934,콜롬비아,null,null
5599935,잡저,null,null
5599936,윤리학 도덕철학,null,null
5599937,시,null,null
5599938,콜롬비아,null,null
5599939,시,null,null
5599940,인도 철학 사상,null,null
5599941,nan,null,null
5599942,동양철학 동양사상,null,null
5599943,아라비아반도와 인접지역,null,null
5599944,음운 음성 문자,null,null
5599945,시,null,null
5599946,행정법,null,null
5599949,북아메리카,null,null
5599951,소설,null,null
5599952,경제학,null,null
5599953,사회학 사회문제,null,null
5599954,학회 단체 협회 기관 회의,null,null
5599955,학회 단체 협회 기관 회의,null,null
5599956,경제학,null,null
5599957,니카라과,null,null
5599958,경제학,null,null
5599959,의학,null,null
5599961,희곡,null,null
5599962,전집 총서,null,null
5599963,희곡,null,null
5599964,희곡,null,null
5599967,한의학,null,null
5599968,프로그래밍 프로그램 데이터,null,null
5599969,시,null,null
5599970,시,null,null
5599971,콜롬비아,null,null
5599972,사회복지,null,null
5599973,인도 철학 사상,null,null
5599974,음운 음성 문자,null,null
5599976,제상,null,null
5599977,펜습자,null,null
5599978,한자서체,null,null
5599979,한자서체,null,null
5599980,연속간행물,null,null
5599981,한자서체,null,null
5599982,콜롬비아,null,null
5599984,nan,null,null
5599985,시,null,null
5599986,학회 단체 협회 기관 회의,null,null
5599989,베네수엘라와 기아나 지역,null,null
5599994,금융,null,null
5599995,사회복지,null,null
5599996,컴퓨터과학,null,null
5599998,음운 음성 문자,null,null
5599999,음운 음성 문자,null,null
5600001,소설,null,null
5600002,사회학 사회문제,null,null
5600003,경제학,null,null
5600004,잡저,null,null
5600006,소설,null,null
5600009,방언(사투리),null,null
5600011,자기,null,null
5600012,서남아시아 제국 철학 사상,null,null
5600013,소설,null,null
5600014,포르투갈어,null,null
5600015,한자서체,null,null
5600016,동남아시아,null,null
5600017,아시아,null,null
5600018,한자서체,null,null
5600019,nan,null,null
5600020,사회복지,null,null
5600021,사회학 사회문제,null,null
5600031,null,null,null
5600069,오스트로네시아어족,null,null
5600072,콜롬비아,null,null
5600073,사회복지,null,null
5600074,사회복지,null,null
5600075,행정법,null,null
5600076,사회복지,null,null
5600088,세탁 염색 및 관련공업,null,null
5600090,금속 제조 및 가공업,null,null
5600091,작문,null,null
5600092,콜롬비아,null,null
5600093,콜롬비아,null,null
5600094,nan,null,null
5600095,신문 저널리즘,null,null
5600096,신문 저널리즘,null,null
5600097,신문 저널리즘,null,null
5600098,신문 저널리즘,null,null
5600099,신문 저널리즘,null,null
5600100,신문 저널리즘,null,null
5600101,신문 저널리즘,null,null
5600102,산업경제 일반,null,null
5600105,유럽,null,null
5600106,유럽,null,null
5600107,사회학 사회문제,null,null
